Name,City,Code,x,y,ISO3
Bembridge,Bembridge,BBP,-1.109444,50.677778000000004,GBR
Codrington Airport,Codrington,BBQ,-61.8286,17.6358,ATG
Baillif Airport,Basse Terre,BBR,-61.7422,16.0133,GLP
Blackbushe,Blackbushe,BBS,-0.8475,51.323889,GBR
Berberati,Berberati,BBT,15.786369,4.221583,CAF
Aurel Vlaicu,Bucharest,BBU,26.102111,44.503194,ROU
Wings Field,Philadelphia,BBX,-75.265,40.1375,USA
Gustavo Rizo,Baracoa Playa,BCA,-74.506206,20.365317,CUB
Bacolod,Bacolod,BCD,122.929617,10.642511,PHL
Bryce Canyon,Bryce Canyon,BCE,-112.145806,37.706444,USA
Barcaldine Airport,Barcaldine,BCI,145.307,-23.5653,AUS
Barra del Colorado Airport,Pococi,BCL,-83.585614,10.768736,CRI
Bacau,Bacau,BCM,26.910278,46.521946,ROU
Barcelona,Barcelona,BCN,2.078464,41.297078,ESP
Baco Airport,Baco,BCO,36.562,5.78287,ETH
Boca Raton,Boca Raton,BCT,-80.107694,26.3785,USA
Hector Silva Airstrip,Belmopan,BCV,-88.776111,17.269444,BLZ
Benguera Island Airport,Benguera Island,BCW,35.436944,-21.849167,MOZ
Bermuda Intl,Bermuda,BDA,-64.678703,32.364042,BMU
Bundaberg,Bundaberg,BDB,152.318611,-24.903889,AUS
Badu Island Airport,Badu Island,BDD,141.175,-10.15,AUS
Baudette Intl,Baudette,BDE,-94.612222,48.728444,USA
Bandar Lengeh,Bandar Lengeh,BDH,54.824847,26.532,IRN
Bird Island Airport,Bird Island,BDI,55.208611,-3.721389,SYC
Syamsudin Noor,Banjarmasin,BDJ,114.762553,-3.442356,IDN
Bradley Intl,Windsor Locks,BDL,-72.683222,41.938889,USA
Bandirma,Bandirma,BDM,27.977694,40.317972,TUR
Talhar,Talhar,BDN,68.838408,24.841519,PAK
Husein Sastranegara,Bandung,BDO,107.576294,-6.900625,IDN
Chandragadhi Airport,Chandragarhi,BDP,88.079578,26.570822,NPL
Vadodara,Baroda,BDQ,73.226289,22.336164,IND
Igor I Sikorsky Mem,Stratford,BDR,-73.126167,41.163472,USA
Casale,Brindisi,BDS,17.947033,40.657633,ITA
Gbadolite,Gbadolite,BDT,20.975283,4.253206,COG
Bardufoss,Bardufoss,BDU,18.540356,69.055758,NOR
Benbecula,Benbecula,BEB,-7.362778,57.481111,GBR
Beech Factory Airport,Wichita,BEC,-97.2149167,37.6939167,USA
Laurence G Hanscom Fld,Bedford,BED,-71.289031,42.469953,USA
Bluefields,Bluefields,BEF,-83.774086,11.990961,NIC
Beograd,Belgrade,BEG,20.309139,44.818444,SRB
Southwest Michigan Regional Airport,Benton Harbor,BEH,-86.4285,42.1285833,USA
Beica Airport,Beica,BEI,34.5219,9.38639,ETH
Barau(Kalimaru) Airport,Tanjung Redep-Borneo Island,BEJ,117.432256,2.155497,IDN
Val De Cans Intl,Belem,BEL,-48.476292,-1.37925,BRA
Benina,Benghazi,BEN,20.269472,32.096786,LBY
Belmont Airport,Lake Macquarie,BEO,151.648333,-33.066667,AUS
Bellary,Bellary,BEP,76.882775,15.162783,IND
Honington,Honington,BEQ,0.772939,52.342611,GBR
Berlin Brandenburg Willy Brandt,Berlin,BER,13.503333,52.366667,DEU
Guipavas,Brest,BES,-4.418539,48.447911,FRA
Bethel,Bethel,BET,-161.838,60.779778,USA
Bedourie Airport,Bedourie,BEU,139.46,-24.3461,AUS
Teyman,Beer-sheba,BEV,34.722953,31.287003,ISR
Beira,Beira,BEW,34.907556,-19.796419,MOZ
Rafic Hariri Intl,Beirut,BEY,35.488389,33.820931,LBN
Beru Island Airport,Beru Island,BEZ,176.007222,-1.254722,KIR
Bradford Regional Airport,Bradford,BFD,-78.6401,41.8031,USA
Western Nebraska Regional Airport,Scottsbluff,BFF,-103.596,41.874,USA
Bacacheri,Curitiba,BFH,-49.232036,-25.405078,BRA
Boeing Fld King Co Intl,Seattle,BFI,-122.301947,47.53,USA
Bijie Feixiong Airport,Bijie,BFJ,105.426,27.253,CHN
Meadows Fld,Bakersfield,BFL,-119.05677,35.433598,USA
Mobile Downtown,Mobile,BFM,-88.068092,30.626783,USA
Bloemfontein Intl,Bloemfontein,BFN,26.302444,-29.092722,ZAF
Buffalo Range,Chiredzi,BFO,31.57855,-21.008083,ZWE
Beaver Falls,Beaver Falls,BFP,-80.3914444,40.7724722,USA
Bahia Pi̱a Airport,Bahia Pi̱a,BFQ,-78.2,7.583,PAN
Belfast Intl,Belfast,BFS,-6.215833,54.6575,GBR
Beaufort,Beaufort,BFT,-80.723161,32.477411,USA
Buri Ram,Buri Ram,BFV,103.253231,15.229539,THA
Bafoussam,Bafoussam,BFX,10.354583,5.536919,CMR
Palonegro,Bucaramanga,BGA,-73.184778,7.1265,COL
Braganca,Braganca,BGC,-6.707125,41.8578,PRT
Decatur County Industrial Air Park,Bainbridge,BGE,-84.6369278,30.9715981,USA
Bangui M Poko,Bangui,BGF,18.518786,4.398475,CAF
Grantley Adams Intl,Bridgetown,BGI,-59.492456,13.074603,BRB
Big Creek Airport,Big Creek,BGK,-88.416667,16.516667,BLZ
Greater Binghamton Edwin A Link Fld,Binghamton,BGM,-75.979839,42.208689,USA
Flesland,Bergen,BGO,5.218142,60.293386,NOR
Bangor Intl,Bangor,BGR,-68.828139,44.807444,USA
Gesundbrunnen,Berlin,BGS,13.389444,52.548611,DEU
Baghdad International Airport,Baghdad,BGW,44.234578,33.262539,IRQ
Comandante Gustavo Kraemer,Bage,BGX,-54.112244,-31.390528,BRA
Bergamo Orio Al Serio,Bergamo,BGY,9.704166,45.673889,ITA
Hancock County - Bar Harbor,Bar Harbor,BHB,-68.3615653,44.4497689,USA
Belfast City,Belfast,BHD,-5.8725,54.618056,GBR
Woodbourne,Woodbourne,BHE,173.870278,-41.518333,NZL
Ostbahnhof,Berlin,BHF,13.434722,52.51,DEU
Brus Laguna Airport,Brus Laguna,BHG,-84.5436,15.7631,HND
Bisha,Bisha,BHH,42.620881,19.98435,SAU
Comandante Espora,Bahia Blanca,BHI,-62.169317,-38.724967,ARG
Bhuj,Bhuj,BHJ,69.670147,23.287828,IND
Bukhara,Bukhara,BHK,64.483333,39.775,UZB
Birmingham Intl,Birmingham,BHM,-86.75355,33.562942,USA
Beihan,Beihan,BHN,45.720083,14.781972,YEM
Bhopal,Bhopal,BHO,77.337375,23.287467,IND
Bhojpur,Bhojpur,BHP,87.050819,27.14743,NPL
Broken Hill Airport,Broken Hill,BHQ,141.472,-32.0014,AUS
Bharatpur Airport,Bharatpur,BHR,84.4294,27.6781,NPL
Bathurst Airport,Bathurst,BHS,149.652,-33.4094,AUS
Bhavnagar,Bhaunagar,BHU,72.185181,21.752206,IND
Bahawalpur Airport,Bahawalpur,BHV,71.717981,29.3481,PAK
Birmingham,Birmingham,BHX,-1.748028,52.453856,GBR
Beihai Airport,Beihai,BHY,109.294,21.5394,CHN
Poretta,Bastia,BIA,9.483731,42.552664,FRA
Block Island State Airport,Block Island,BID,-71.577778,41.168056,USA
Biessenhofen BF,Biessenhofen,BIE,10.634,47.851,DEU
Biggs Aaf,El Paso,BIF,-106.380039,31.849528,USA
Allen Aaf,Delta Junction,BIG,-145.721642,63.994547,USA
Enyu Airfield,Bikini Atoll,BII,165.565,11.5225,MHL
Frans Kaisiepo,Biak,BIK,136.107997,-1.190017,IDN
Billings Logan International Airport,Billings,BIL,-108.537654,45.80921,USA
South Bimini,Alice Town,BIM,-79.264656,25.699881,BHS
Bamyan Airport,Bamyan,BIN,67.816667,34.816667,AFG
Bilbao,Bilbao,BIO,-2.910608,43.301097,ESP
Anglet,Biarritz-bayonne,BIQ,-1.523325,43.468419,FRA
Biratnagar,Biratnagar,BIR,87.264036,26.481453,NPL
Bismarck Municipal Airport,Bismarck,BIS,-100.757931,46.775842,USA
Bildudalur Airport,Bildudalur,BIU,-23.546111,65.641389,ISL
Tulip City Airport,Holland,BIV,-86.1078333,42.7427778,USA
Keesler Afb,Biloxi,BIX,-88.924433,30.410425,USA
Bhisho,Bisho,BIY,27.279111,-32.89715,ZAF
Soummam,Bejaja,BJA,5.069922,36.711997,DZA
Bojnourd Airport,Bojnourd,BJB,57.308219,37.492958,IRN
Rocky Mountain Metropolitan Airport,Broomfield-CO,BJC,-105.1172222,39.90888888,USA
Batsfjord,Batsfjord,BJF,29.6925,70.600278,NOR
Bajhang,Bajhang,BJH,81.185364,29.53896,NPL
Bemidji Regional Airport,Bemidji,BJI,-94.934722,47.510722,USA
Banjul Intl,Banjul,BJL,-16.652206,13.337961,GMB
Bujumbura Intl,Bujumbura,BJM,29.318519,-3.324019,BDI
Bermejo,Bermejo,BJO,-64.312881,-22.773336,BOL
Aeroporto Estadual Arthur Siqueira,Braganca Paulista,BJP,-46.5375,-22.979167,BRA
Bahir Dar,Bahar Dar,BJR,37.321644,11.608075,ETH
Bentota Airport,Bentota,BJT,79.983333,6.416667,LKA
Bajura Airport,Bajura,BJU,81.66944,29.50611,NPL
Bodrum - Milas,Bodrum,BJV,27.667,37.249,TUR
Guanajuato Intl,Del Bajio,BJX,-101.480847,20.993464,MEX
Talavera La Real,Badajoz,BJZ,-6.821333,38.89125,ESP
Bykovo,Moscow,BKA,38.059999,55.617222,RUS
Buckland Airport,Buckland,BKC,-161.149167,65.981667,USA
Stephens Co,Breckenridge,BKD,-98.891,32.719047,USA
Buckley Afb,Buckley,BKF,-104.75166,39.701668,USA
Branson LLC,Branson,BKG,-93.200556,36.531994,USA
Barking Sands Pmrf,Barking Sands,BKH,-159.785,22.022833,USA
Kota Kinabalu Intl,Kota Kinabalu,BKI,116.051181,5.937208,MYS
Suvarnabhumi Intl,Bangkok,BKK,100.747283,13.681108,THA
Burke Lakefront Airport,Cleveland,BKL,-81.683333,41.5175,USA
Bakalalan Airport,Bakalalan,BKM,115.618,3.974,MYS
Balkanabat,Balkanabat,BKN,54.362778,39.481389,TKM
Senou,Bamako,BKO,-7.949944,12.533544,MLI
Blackall,Blackall,BKQ,145.428611,-24.427778,AUS
Fatmawati Soekarno,Bengkulu,BKS,102.339036,-3.8637,IDN
Raleigh County Memorial Airport,Beckley,BKW,-81.1242,37.7873,USA
Brookings Regional Airport,Brookings,BKX,-96.8169,44.3048,USA
Bukavu Kavumu,Bukavu/kavumu,BKY,28.808803,-2.308978,COD
Bukoba Airport,Bukoba,BKZ,31.8,-1.3,TZA
General Jose Antonio Anzoategui Intl,Barcelona,BLA,-64.689161,10.107139,VEN
Boulder City Municipal Airport,Boulder City,BLD,-114.514,35.5651,USA
Borlange,Borlange,BLE,15.515211,60.422017,SWE
Mercer County Airport,Bluefield,BLF,-81.2077,37.2958,USA
Belaga Airport,Belaga,BLG,113.767,2.65,MYS
Blythe Airport,Blythe,BLH,-114.716889,33.619167,USA
Bellingham Intl,Bellingham,BLI,-122.537528,48.792694,USA
Batna Airport,Batna,BLJ,6.308589,35.752106,DZA
Blackpool,Blackpool,BLK,-3.028611,53.771667,GBR
Billund,Billund,BLL,9.151778,55.740322,DNK
Bologna,Bologna,BLQ,11.288667,44.535444,ITA
Bangalore,Bangalore,BLR,77.668206,12.949986000000001,IND
Blackwater Airport,Blackwater,BLT,148.807,-23.6031,AUS
Scott Afb Midamerica,Belleville,BLV,-89.835183,38.545178,USA
Chileka Intl,Blantyre,BLZ,34.974014,-15.679053,MWI
Bromma,Stockholm,BMA,17.94165,59.354372,SWE
Brigham City,Brigham City,BMC,-112.062,41.552,USA
Belo sur Tsiribihina Airport,Belo sur Tsiribihina,BMD,44.5419,-19.6867,MDG
Broome,Broome,BME,122.2,-17.8,AUS
Monroe County Airport,Bloomington,BMG,-86.6166805,39.1460208,USA
Central Illinois Rgnl,Bloomington,BMI,-88.915917,40.477111,USA
Borkum,Borkum,BMK,6.709167,53.5955,DEU
Bitam,Bitam,BMM,11.493195,2.075639,GAB
Banmaw Airport,Banmaw,BMO,97.246153,24.269033,MMR
Brampton Island,Brampton Island,BMP,149.2794444,-20.8044444,AUS
Bamburi,Bamburi,BMQ,39.73089722,-3.982688889,KEN
Muhammad Salahuddin,Bima,BMU,118.687322,-8.539647,IDN
Buon Ma Thuot Airport,Buonmethuot,BMV,108.120272,12.668311,VNM
Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,BMW,0.923889,21.375,DZA
Big Mountain Afs,Big Mountain,BMX,-155.258822,59.361247,USA
Belep Islands Airport,Waala,BMY,163.661,-19.7206,NCL
Bellona,Bellona,BN1,-11.3,15.98166667,SLB
Nashville Intl,Nashville,BNA,-86.678194,36.124472,USA
Bandar Abbass Intl,Bandar Abbas,BND,56.37785,27.218317,IRN
Brisbane Intl,Brisbane,BNE,153.1175,-27.384167,AUS
Benin,Benin,BNI,5.599503,6.316981,NGA
Hauptbahnhof,Bonn,BNJ,7.096944,50.731944,DEU
Ballina Byron Gateway,Ballina Byron Bay,BNK,153.5625,-28.833889,AUS
Bronnoy,Bronnoysund,BNN,12.2175,65.461111,NOR
Bannu Airport,Bannu,BNP,70.5279,32.9729,PAK
Barinas,Barinas,BNS,-70.220825,8.619575,VEN
Aeroporto Blumenau,BLUMENAU,BNU,-49.091696,-26.834239,BRA
Banja Luka International Airport,Banja Luka,BNX,17.297501,44.941444,BIH
Bellona,Bellona,BNY,159.8,-11.302,SLB
Boma Airport,Boma,BOA,13.064,-5.854,COD
Bora Bora,Bora Bora,BOB,-151.751286,-16.444378,PYF
Bocas Del Toro Intl,Bocas Del Toro,BOC,-82.250842,9.340853,PAN
Merignac,Bordeaux,BOD,-0.715556,44.828335,FRA
Eldorado Intl,Bogota,BOG,-74.146947,4.701594,COL
Bournemouth,Bournemouth,BOH,-1.8425,50.78,GBR
Boise Air Terminal,Boise,BOI,-116.222861,43.564361,USA
Burgas,Bourgas,BOJ,27.515236,42.569583,BGR
Chhatrapati Shivaji Intl,Mumbai,BOM,72.867919,19.088686,IND
Flamingo,Kralendijk,BON,-68.268511,12.131044,CUW
Bodo,Bodo,BOO,14.365278,67.269167,NOR
General Edward Lawrence Logan Intl,Boston,BOS,-71.005181,42.364347,USA
Bosset Airport,Bosset,BOT,141.092333,-7.240833,PNG
Bourges,Bourges,BOU,2.370278,47.058056,FRA
Bartow Municipal Airport,Bartow,BOW,-81.7834,27.9434,USA
Bochum HBF,Bochum,BOX,7.2222,51.478506,DEU
Bobo Dioulasso,Bobo-dioulasso,BOY,-4.330969,11.160056,BFA
Bamenda,Bamenda,BPC,10.122639,6.039239,CMR
Bagan,Bagan,BPE,94.9246666,21.17383327,MMR
Batuna Airport,Batuna,BPF,158,-8.63,SLB
Bagram AFB,Kabul,BPM,69.1554,34.5646,AFG
Sepinggan,Balikpapan,BPN,116.894478,-1.268272,IDN
Borongan Airport,Borongan,BPR,125.478611,11.674167,PHL
Aeroporto de Porto Seguro,Porto Seguro,BPS,-39.080833,-16.438611,BRA
Southeast Texas Rgnl,Beaumont,BPT,-94.020694,29.950833,USA
Beppu Airport,Beppu,BPU,131.5333,33.3,JPN
Qamdo Bangda Airport,Bangda,BPX,97.1083,30.5536,CHN
Besalampy,Besalampy,BPY,44.481388,-16.741945,MDG
Brusselton,Brusselton,BQB,115.400278,-33.687222,AUS
Biggin Hill,Biggin Hill,BQH,0.0325,51.330833,GBR
Brunswick Golden Isles Airport,Brunswick,BQK,-81.4665,31.2588,USA
Boulia Airport,Boulia,BQL,139.9,-22.9133,AUS
Rafael Hernandez,Aguadilla,BQN,-67.129444,18.494861,PRI
Ignatyevo,Blagoveschensk,BQS,127.412478,50.425394,RUS
Brest,Brest,BQT,23.53,52.06,BLR
J F Mitchell Airport,Bequia,BQU,-61.262033,12.988444,VCT
Barreiras Airport,Barreiras,BRA,-45,-12.083333,BRA
San Carlos De Bariloche,San Carlos De Bariloche,BRC,-71.157542,-41.151172,ARG
Brainerd Lakes Rgnl,Brainerd,BRD,-94.138078,46.398308,USA
Neuenland,Bremen,BRE,8.786667,53.0475,DEU
Bari,Bari,BRI,16.760594,41.138856,ITA
Bourke Airport,Bourke,BRK,145.952,-30.0392,AUS
Southeast Iowa Regional Airport,Burlington,BRL,-91.1255,40.7832,USA
Barquisimeto Intl,Barquisimeto,BRM,-69.358619,10.042747,VEN
Bern Belp,Bern,BRN,7.497153,46.9141,CHE
Brownsville South Padre Island Intl,Brownsville,BRO,-97.425861,25.906833,USA
Turany,Brno,BRQ,16.694433,49.151269,CZE
Barra Airport,Barra,BRR,-7.44306,57.0228,GBR
Bristol,Bristol,BRS,-2.719089,51.382669,GBR
Bathurst Island Airport,Bathurst Island,BRT,130.619722,-11.769167,AUS
Brussels Natl,Brussels,BRU,4.484444,50.901389,BEL
Bremerhaven,Bremerhaven,BRV,8.572878,53.507081,DEU
Wiley Post Will Rogers Mem,Barrow,BRW,-156.766003,71.285446,USA
Maria Montez Intl,Barahona,BRX,-71.1204,18.251464,DOM
Bosaso Airport,Bosaso,BSA,49.1494,11.2753,SOM
Presidente Juscelino Kubitschek,Brasilia,BSB,-47.918625,-15.8711,BRA
Jose Celestino Mutis,Bahia Solano,BSC,-77.394675,6.202917,COL
Baoshan Airport,Baoshan,BSD,99.168333,25.053333,CHN
Bradshaw Aaf,Bradshaw Field,BSF,-155.553717,19.760056,USA
Bata,Bata,BSG,9.805681,1.905469,GNQ
Biskra,Biskra,BSK,5.738231,34.793289,DZA
EuroAirport Basel-Mulhouse-Freiburg,Basel,BSL,7.529167,47.59,CHE
Basco Airport,Basco,BSO,121.979883,20.451322,PHL
Basrah Intl,Basrah,BSR,47.662142,30.549069,IRQ
Bost Airport,Lashkar Gah,BST,64.364167,31.558889,AFG
Basankusu Airport,Basankusu,BSU,19.7889,1.22472,COD
Pathein Airport,Pathein,BSX,94.779911,16.815233,MMR
Sherbro International Airport,Bonthe,BTE,-12.5189,7.53242,SLE
Hang Nadim,Batam,BTH,104.118753,1.121028,IDN
Barter Island Lrrs,Barter Island,BTI,-143.581867,70.133989,USA
Sultan Iskandarmuda,Banda Aceh,BTJ,95.420372,5.523522,IDN
Bratsk,Bratsk,BTK,101.698331,56.370556,RUS
Bert Mooney Airport,Butte,BTM,-112.497472,45.954806,USA
Botopassi Airstrip,Botopasi,BTO,-55.45,4.233333,SUR
Baton Rouge Metro Ryan Fld,Baton Rouge,BTR,-91.149639,30.533167,USA
M R Stefanik,Bratislava,BTS,17.212667,48.170167,SVK
Bettles,Bettles,BTT,-151.529056,66.913944,USA
Bintulu,Bintulu,BTU,113.020472,3.12385,MYS
Burlington Intl,Burlington,BTV,-73.153278,44.471861,USA
Buka Airport,Buka Island,BUA,154.673,-5.42232,PNG
Burketown Airport,Burketown,BUC,139.534,-17.7486,AUS
Ferihegy,Budapest,BUD,19.255592,47.436933,HUN
Buffalo Niagara Intl,Buffalo,BUF,-78.732167,42.940525,USA
Benguela,Benguela,BUG,13.403711,-12.609025,AGO
Buchloe BF,Buchloe,BUH,10.715,48.0411,DEU
Bokondini Airport,Bokondini-Papua Island,BUI,138.533,-3.58365,IDN
Gerardo Tobar Lopez,Buenaventura,BUN,-76.989767,3.819628,COL
Burao Airport,Burao,BUO,45.567,9.517,SOM
J M Nkomo Intl,Bulawayo,BUQ,28.617869,-20.017431,ZWE
Bob Hope,Burbank,BUR,-118.358667,34.200667,USA
Batumi,Batumi,BUS,41.599694,41.610278,GEO
Municipal Airport,Burlington,BUU,-88.3046825,42.6907171,USA
Bunia,Bunia,BUX,30.220833,1.565719,COD
Burlington-Alamance Regional Airport,Burlington,BUY,-79.4748892,36.0485433,USA
Bushehr,Bushehr,BUZ,50.834637,28.944811,IRN
Tille,Beauvais,BVA,2.112778,49.454444,FRA
Boa Vista,Boa Vista,BVB,-60.690069,2.846311,BRA
Rabil,Boa Vista,BVC,-22.888897,16.136531,CPV
La Roche,Brive,BVE,1.469167,45.150833,FRA
Berlevag,Berlevag,BVG,29,70.866667,NOR
Vilhena,Vilhena,BVH,-60.098269,-12.694375,BRA
Birdsville Airport,Birdsville,BVI,139.348,-25.8975,AUS
Breves Airport,Breves,BVS,-50.48,-1.681944,BRA
Burevestnik Airport,Iturup Island,BVV,147.621667,44.92,RUS
Beverly Municipal Airport,Beverly,BVY,-70.9161444,42.584141,USA
Bhairahawa,Bhairawa,BWA,83.41625,27.505703,NPL
Barrow Island Airport,Barrow Island,BWB,115.406,-20.798,AUS
KBWD,Brownwood,BWD,-98.9565,31.7936111,USA
Braunschweig Wolfsburg,Braunschweig,BWE,10.556111,52.319167,DEU
Walney Island,Barrow Island,BWF,-3.263667,54.131167,GBR
Bowling Green-Warren County Regional Airport,Bowling Green,BWG,-86.4196667,36.9645278,USA
Baltimore Washington Intl,Baltimore,BWI,-76.668333,39.175361,USA
Brac,Brac,BWK,16.679719,43.285719,HRV
Brunei Intl,Bandar Seri Begawan,BWN,114.928353,4.9442,BRN
Balakovo Airport,Balakovo,BWO,47.7456,51.8583,RUS
Wynyard Airport,Burnie,BWT,145.731,-40.9989,AUS
Sydney Bankstown,Sydney,BWU,150.988333,-33.924444,AUS
Babo,Babo,BXB,133.438894,-2.532242,IDN
Bakel,Bakel,BXE,-12.468264,14.847256,SEN
Balkhash Airport,Balkhash,BXH,75.005,46.8933,KAZ
Buckeye Municipal Airport,Buckeye,BXK,-112.68618,33.420417,USA
Imsik,Bodrum,BXN,27.669717,37.140144,TUR
Buochs Airport,Buochs,BXO,8.398611,46.9725,CHE
Bam Airport,Bam,BXR,58.450042,29.084169,IRN
Borrego Valley Airport,Borrego Springs,BXS,-116.3209722,33.2590278,USA
Butuan,Butuan,BXU,125.477972,8.951322,PHL
Boorama Airport,Boorama,BXX,43.15,9.933,SOM
Yacuiba,Yacuiba,BYC,-63.651669,-21.960925,BOL
Arkansas Intl,Blytheville,BYH,-89.943956,35.964347,USA
Bouake,Bouake,BYK,-5.073667,7.7388,CIV
Carlos Manuel De Cespedes,Bayamo,BYM,-76.621494,20.396331,CUB
Bayankhongor Airport,Bayankhongor,BYN,100.704,46.1633,MNG
Bonito Airport,Bointo,BYO,-56.4525,-21.247222,BRA
Bicycle Lake Aaf,Fort Irwin,BYS,-116.630031,35.280531,USA
Bantry Aerodrome,Bantry,BYT,-9.48417,51.668598,IRL
Bayreuth,Bayreuth,BYU,11.638569,49.984428,DEU
Blakely Island Airport,Blakely Island,BYW,-122.80243,48.56025,USA
Bonanza Airport,Bonanza,BZA,-84.630556,14.041667,NIC
Bazaruto Island Airport,Bazaruto Island,BZB,35.473056,-21.542778,MOZ
Philip S W Goldson Intl,Belize City,BZE,-88.308203,17.539144,BLZ
Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,BZG,17.9777,53.0968,POL
Balikesir,Balikesir,BZI,27.925958,39.619258,TUR
Bryansk,Bryansk,BZK,34.176447,53.214194,RUS
Barisal Airport,Barisal,BZL,90.3012,22.801,BGD
Gallatin Field,Bozeman,BZN,-111.160151,45.777643,USA
Bolzano,Bolzano,BZO,11.326383,46.460194,ITA
Vias,Beziers,BZR,3.353903,43.323522,FRA
Maya Maya,Brazzaville,BZV,15.253031,-4.2517,COG
Balti International Airport,Strymba,BZY,27.7815,47.8381,MDA
Brize Norton,Brize Norton,BZZ,-1.583617,51.749964,GBR
Grand Geneva Resort Airport,Lake Geneva,C02,-88.3895833,42.6149167,USA
Frasca Field,Urbana,C16,-88.200197,40.144979,USA
Peleliu Airfield,Peleliu,C23,134.232778,6.998333,PLW
Portage Municipal Airport,Portage,C47,-89.4828607,43.5603136,USA
Plymouth Municipal Airport,Plymouth,C65,-86.3002574,41.3651307,USA
Sylvania Airport,Sturtevant,C89,-87.9589722,42.70325,USA
Dowagiac Municipal Airport,Dowagiac,C91,-86.1280125,41.9929342,USA
Cabinda,Cabinda,CAB,12.188353,-5.596992,AGO
Cascavel,Cascavel,CAC,-53.500764,-25.000339,BRA
Columbia Metropolitan,Columbia,CAE,-81.119528,33.938833,USA
Carauari Airport,Carauari,CAF,-66.8975,-4.871389,BRA
Elmas,Cagliari,CAG,9.054283,39.251469,ITA
Ca Mau,Ca Mau,CAH,105.174721,9.188049,VNM
Cairo Intl,Cairo,CAI,31.405556,30.121944,EGY
Canaima,Canaima,CAJ,-62.854433,6.231989,VEN
Akron Canton Regional Airport,Akron,CAK,-81.4421944,40.9160833,USA
Campbeltown Airport,Campbeltown,CAL,-5.68639,55.4372,GBR
Baiyun Intl,Guangzhou,CAN,113.298786,23.392436,CHN
Cap Haitien Intl,Cap Haitien,CAP,-72.194739,19.732989,HTI
Juan H. White,Caucasia,CAQ,-75.198333,7.968333,COL
Caribou Muni,Caribou,CAR,-68.017917,46.8715,USA
New Bight Airport,Cat Island,CAT,-75.452331,24.315292,BHS
Caruaru Airport,Caruaru,CAU,-36.0135,-8.28239,BRA
Bartolomeu Lisandro,Campos,CAW,-41.301669,-21.698333,BRA
Carlisle,Carlisle,CAX,-2.809167,54.9375,GBR
Rochambeau,Cayenne,CAY,-52.360447,4.819808,GUF
Cobar Airport,Cobar,CAZ,145.794,-31.5383,AUS
Jorge Wilsterman,Cochabamba,CBB,-66.177114,-17.421058,BOL
Greater Cumberland Rgnl.,Cumberland,CBE,-78.760556,39.615278000000004,USA
Cambridge,Cambridge,CBG,0.175,52.205,GBR
B̩char Boudghene Ben Ali Lotfi Airport,B̩char,CBH,-2.26986,31.6457,DZA
Ciudad Bolivar,Ciudad Bolivar,CBL,-63.537353,8.121898,VEN
Columbus Afb,Colombus,CBM,-88.443833,33.643833,USA
Penggung,Cirebon,CBN,108.539672,-6.756144,IDN
Cotabato,Cotabato,CBO,124.209619,7.165242,PHL
Calabar,Calabar,CBQ,8.347197,4.976019,NGA
Canberra,Canberra,CBR,149.195,-35.306944,AUS
Catumbela Airport,Catumbela,CBT,13.4869,-12.4792,AGO
Coban,Coban,CBV,-90.406742,15.468958,GTM
Cayo Coco Airport,Cayo Coco,CCC,-78.511,22.5132,CUB
Salvaza,Carcassonne,CCF,2.306317,43.215978,FRA
Chile Chico,Chile Chico,CCH,-71.687405,-46.583341,CHL
Concordia Airport,Concordia,CCI,-52.052778000000004,-27.180556,BRA
Calicut,Calicut,CCJ,75.9553,11.136839,IND
Cocos Keeling Island Airport,Cocos Keeling Island,CCK,96.8339,-12.1883,AUS
Chinchilla,Chinchilla,CCL,150.616667,-26.769444,AUS
Forquilhinha,Criciuma,CCM,-49.424739,-28.725817,BRA
Chaghcharan Airport,Chaghcharan,CCN,65.271667,34.526667,AFG
Coweta County Airport,Newnan,CCO,-84.7697554,33.3115656,USA
Carriel Sur Intl,Concepcion,CCP,-73.063106,-36.77265,CHL
Buchanan Field Airport,Concord,CCR,-122.0568889,37.9896667,USA
Simon Bolivar Intl,Caracas,CCS,-66.990583,10.603117,VEN
Netaji Subhash Chandra Bose Intl,Kolkata,CCU,88.446722,22.654739,IND
Craig Cove Airport,Craig Cove,CCV,167.924,-16.265,VUT
Chub Cay,Chub Cay,CCZ,-77.88085,25.417108,BHS
Cooinda,Cooinda,CDA,132.532,-12.9033,AUS
Cold Bay,Cold Bay,CDB,-162.725436,55.206061,USA
Cedar City Rgnl,Cedar City,CDC,-113.098847,37.700967,USA
Charles De Gaulle,Paris,CDG,2.55,49.012779,FRA
Cambridge Municipal Airport,Cambridge,CDI,-81.5775833,39.9750278,USA
Conceicao Do Araguaia,Conceicao Do Araguaia,CDJ,-49.301528,-8.348347,BRA
CedarKey,Cedar Key,CDK,-83.0504722,29.1342222,USA
Woodward Field,Camden,CDN,-80.5648611,34.2835833,USA
Cuddapah,Cuddapah,CDP,78.772833,14.509961,IND
Chadron Municipal Airport,Chadron,CDR,-103.095556,42.8375,USA
Childress Muni,Childress,CDS,-100.287992,34.433781,USA
Camden,Camden,CDU,150.687222,-34.040278,AUS
